용도,면적,국적,허가,구,동,연도
기타,13.6684,미국,0.0,일산서구,대화동,20
주택용지(아파트),35.85,중국,0.0,일산서구,일산동,20
주택용지(그 밖의 주택),13.7377,미국,0.0,일산서구,대화동,20
주택용지(아파트),30.49,중국,0.0,일산서구,일산동,20
주택용지(아파트),26.3272,중국,0.0,일산서구,탄현동,20
주택용지(아파트),13.16,미국,0.0,일산서구,탄현동,20
주택용지(아파트),13.16,미국,0.0,일산서구,탄현동,20
주택용지(아파트),53.7916,미국,0.0,일산서구,가좌동,20
주택용지(아파트),30.8211,미국,0.0,일산서구,탄현동,20
주택용지(아파트),26.88,오스트레일리아,0.0,일산서구,가좌동,20
주택용지(아파트),26.3272,미국,0.0,일산서구,탄현동,20
상업용지,1597.0,미국,0.0,일산서구,덕이동,20
상업용지,1597.0,미국,0.0,일산서구,덕이동,20
상업용지,195.0,미국,0.0,일산서구,덕이동,20
상업용지,43.076349,미국,0.0,일산서구,덕이동,20
상업용지,32.0,미국,0.0,일산서구,덕이동,20
주택용지(아파트),36.5942,중국,0.0,일산서구,탄현동,20
주택용지(그 밖의 주택),60.13,중국,1.0,일산서구,덕이동,20
주택용지(아파트),36.5942,중국,1.0,일산서구,탄현동,20
상업용지,30.77,미국,0.0,일산서구,덕이동,20
주택용지(아파트),36.14,중국,0.0,일산서구,일산동,20
주택용지(아파트),27.657,중국,0.0,일산서구,일산동,20
주택용지(아파트),36.31,오스트레일리아,0.0,일산서구,일산동,20
주택용지(아파트),30.8211,오스트레일리아,0.0,일산서구,탄현동,20
주택용지(아파트),36.89,중국,0.0,일산서구,주엽동,20
주택용지(아파트),22.89,중국,0.0,일산서구,탄현동,20
주택용지(아파트),22.89,중국,0.0,일산서구,탄현동,20
주택용지(아파트),19.41,중국,0.0,일산서구,주엽동,20
주택용지(아파트),32.8,미국,0.0,일산서구,덕이동,20
상업용지,17.774,캐나다,0.0,일산서구,주엽동,20
상업용지,15.171,캐나다,0.0,일산서구,주엽동,20
상업용지,13.485,캐나다,0.0,일산서구,주엽동,20
상업용지,13.86,캐나다,0.0,일산서구,주엽동,20
상업용지,20.416,캐나다,0.0,일산서구,주엽동,20
상업용지,20.416,캐나다,0.0,일산서구,주엽동,20
상업용지,6.975,캐나다,0.0,일산서구,주엽동,20
상업용지,7.847,캐나다,0.0,일산서구,주엽동,20
상업용지,7.847,캐나다,0.0,일산서구,주엽동,20
상업용지,5.231,캐나다,0.0,일산서구,주엽동,20
상업용지,5.231,캐나다,0.0,일산서구,주엽동,20
상업용지,5.813,캐나다,0.0,일산서구,주엽동,20
상업용지,6.975,캐나다,0.0,일산서구,주엽동,20
상업용지,7.847,캐나다,0.0,일산서구,주엽동,20
상업용지,7.847,캐나다,0.0,일산서구,주엽동,20
상업용지,5.813,캐나다,0.0,일산서구,주엽동,20
상업용지,9.494,캐나다,0.0,일산서구,주엽동,20
상업용지,9.494,캐나다,0.0,일산서구,주엽동,20
상업용지,11.393,캐나다,0.0,일산서구,주엽동,20
상업용지,25.634,캐나다,0.0,일산서구,주엽동,20
상업용지,25.634,캐나다,0.0,일산서구,주엽동,20
상업용지,18.672,캐나다,0.0,일산서구,주엽동,20
상업용지,15.823,캐나다,0.0,일산서구,주엽동,20
상업용지,42.142,캐나다,0.0,일산서구,주엽동,20
주택용지(아파트),21.7923,중국,0.0,일산서구,일산동,20
주택용지(아파트),27.657,중국,0.0,일산서구,일산동,20
주택용지(아파트),47.15,미국,0.0,일산서구,덕이동,20
주택용지(아파트),16.82,중국,0.0,일산서구,일산동,20
주택용지(아파트),53.6,중국,0.0,일산서구,대화동,20
주택용지(아파트),32.81,일본,0.0,일산서구,탄현동,20
주택용지(아파트),32.81,중국,0.0,일산서구,탄현동,20
주택용지(아파트),46.43,캐나다,0.0,일산서구,주엽동,20
상업용지,6.22,미국,0.0,일산서구,주엽동,20
주택용지(그 밖의 주택),62.81,중국,0.0,일산서구,덕이동,20
주택용지(아파트),44.62,중국,0.0,일산서구,덕이동,20
상업용지,1.602,미국,0.0,일산서구,일산동,20
상업용지,8.78,미국,0.0,일산서구,일산동,20
상업용지,2.015,미국,0.0,일산서구,일산동,20
상업용지,8.72,미국,0.0,일산서구,일산동,20
상업용지,14.06,미국,0.0,일산서구,일산동,20
상업용지,4.157,미국,0.0,일산서구,일산동,20
상업용지,15.191,미국,0.0,일산서구,일산동,20
상업용지,47.0,미국,0.0,일산서구,일산동,20
상업용지,47.0,미국,0.0,일산서구,일산동,20
주택용지(아파트),32.81,중국,0.0,일산서구,탄현동,20
주택용지(아파트),50.118,미국,0.0,일산서구,주엽동,20
주택용지(그 밖의 주택),59.0743,중국,0.0,일산서구,덕이동,19
주택용지(그 밖의 주택),62.8125,중국,1.0,일산서구,덕이동,20
주택용지(그 밖의 주택),35.17715,중국,0.0,일산서구,덕이동,20
주택용지(아파트),19.27,중국,0.0,일산서구,일산동,20
주택용지(그 밖의 주택),25.175,중국,0.0,일산서구,덕이동,20
주택용지(아파트),27.37,중국,0.0,일산서구,일산동,20
주택용지(그 밖의 주택),38.45,중국,0.0,일산서구,덕이동,20
주택용지(그 밖의 주택),11.83,중국,0.0,일산서구,덕이동,20
주택용지(그 밖의 주택),9.38,중국,0.0,일산서구,덕이동,20
주택용지(아파트),53.8789,캐나다,0.0,일산서구,대화동,20
주택용지(아파트),41.258,중국,0.0,일산서구,일산동,20
주택용지(아파트),25.78,중국,0.0,일산서구,주엽동,20
주택용지(아파트),53.7659,중국,0.0,일산서구,가좌동,20
주택용지(아파트),62.618,오스트레일리아,0.0,일산서구,주엽동,20
주택용지(아파트),95.58,모로크,0.0,일산서구,덕이동,20
주택용지(아파트),95.58,미국,0.0,일산서구,덕이동,20
주택용지(아파트),29.95,미국,0.0,일산서구,일산동,20
주택용지(아파트),30.82,중국,0.0,일산서구,일산동,20
주택용지(아파트),21.07,중국,0.0,일산서구,일산동,20
주택용지(아파트),0.62,중국,0.0,일산서구,일산동,20
주택용지(아파트),1.28,중국,0.0,일산서구,일산동,20
주택용지(아파트),0.36,중국,0.0,일산서구,일산동,20
상업용지,146.34,미국,0.0,일산서구,대화동,20
주택용지(아파트),53.7659,미국,0.0,일산서구,가좌동,20
주택용지(아파트),17.14,중국,0.0,일산서구,일산동,20
주택용지(아파트),0.5,중국,0.0,일산서구,일산동,20
주택용지(아파트),1.04,중국,0.0,일산서구,일산동,20
주택용지(아파트),0.29,중국,0.0,일산서구,일산동,20
주택용지(아파트),24.22,중국,0.0,일산서구,주엽동,20
주택용지(아파트),32.81,중국,0.0,일산서구,탄현동,20
,368.0,미국,0.0,일산서구,법곳동,20
공장용지,417.5,미국,0.0,일산서구,덕이동,20
